trip_number,departure,arrival,target,number_people,company,flught_num
1693,Ливия д. Красноселькуп наб. Запрудная д. 9/2 к. 7 927221,Ливия д. Катайск пер. Заречный д. 12 921295,лечение,74,НПО «Суханов-Третьякова»,1693
1694,Гана к. Воткинск пер. Молодежный д. 155 к. 52 302562,Гана с. Кострома пер. Хвойный д. 402 стр. 195 274909,посещение семьи/друзей,82,НПО «Блохина Бурова и Чернова»,1694
1695,Эстония д. Северобайкальск алл. Центральная д. 390 600882,Эстония к. Ростов пр. Главный д. 1 192306,учеба,15,АО «Ермакова-Назаров»,1695
1696,Норвегия п. Орел бул. Клары Цеткин д. 8/4 414755,Норвегия г. Объячево наб. Буденного д. 8/1 стр. 78 054495,шопинг,11,ЗАО «Ермакова-Пестов»,1696
1697,Вьетнам д. Шелехов алл. Техническая д. 934 739380,Вьетнам д. Находка наб. Маркса Карла д. 37 530495,учеба,7,ОАО «Матвеева Трофимов»,1697
1698,Чили ст. Октябрьский (Башк.) ул. Рабочая д. 4/8 стр. 5 280559,Чили г. Ялуторовск ш. Привокзальное д. 1 стр. 89 972504,отдых,45,Лебедева Инк,1698
1699,Саудовская Аравия п. Лотошино ш. Отрадное д. 35 стр. 6 063135,Саудовская Аравия п. Шенкурск пер. Гаражный д. 9/9 к. 286 230073,лечение,7,АО «Самсонов Тихонов»,1699
1700,Афганистан ст. Армавир бул. Тополиный д. 231 552587,Афганистан д. Касимов алл. Чехова д. 5 210800,лечение,95,ЗАО «Горбачева Евдокимова»,1700
1701,Кот-д’Ивуар с. Верхний Тагил ш. Виноградное д. 1/1 к. 31 758637,Кот-д’Ивуар ст. Тулпан бул. Мелиораторов д. 2 к. 32 234021,лечение,21,Корнилов Инк,1701
1702,Барбадос к. Оса алл. Большая д. 2/9 стр. 495 823390,Барбадос г. Талдом алл. Фурманова д. 7/2 стр. 5 213440,шопинг,50,ЗАО «Елисеев Беляева»,1702
1703,Демократическая Республика Конго д. Каргасок бул. Кубанский д. 3/2 стр. 3 889086,Демократическая Республика Конго к. Витим пер. Бригадный д. 37 стр. 16 054715,отдых,29,ООО «Дементьева-Вишняков»,1703
1704,Польша ст. Егорьевск ш. Народное д. 37 к. 2/2 972337,Польша д. Шилка бул. Беляева д. 5 стр. 293 137166,лечение,53,ОАО «Самсонова Воробьев и Абрамова»,1704
1705,Филиппины д. Наро-Фоминск ш. Крайнее д. 9 к. 1 335422,Филиппины г. Звенигород пр. Сосновый д. 1/1 997137,отдых,8,ОАО «Белякова Костина»,1705
1706,Румыния д. Горно-Алтайск пер. Индустриальный д. 1/5 к. 6/8 128668,Румыния к. Ростов ш. Амурское д. 493 к. 3 008380,отдых,29,Байер,1706
1707,Казахстан г. Калач бул. Песчаный д. 75 стр. 830 208362,Казахстан к. Курганинск пр. Чайковского д. 970 стр. 12 217126,бизнес,8,РАО «Владимирова»,1707
1708,Киргизия с. Калевала алл. Вокзальная д. 651 к. 62 164931,Киргизия к. Киренск ш. Ломоносова д. 5/8 стр. 5 283149,отдых,69,Бирюкова Групп,1708
1709,Нидерланды к. Южно-Сахалинск пер. Прибрежный д. 3/2 458875,Нидерланды п. Томари ш. Февральское д. 4 597788,посещение семьи/друзей,69,ООО «Медведев-Титова»,1709
1710,Иран с. Буйнакск пер. Тимирязева д. 54 стр. 9/4 387374,Иран д. Кудымкар ш. Ореховое д. 596 стр. 3/5 007388,отдых,34,Гришин Инкорпорэйтед,1710
1711,Габон к. Беломорск ш. Ивановское д. 7/8 стр. 71 936175,Габон п. Макаров алл. Молодежная д. 61 208714,лечение,23,Аксель-Моторс,1711
1712,Мьянма г. Токма бул. Чайкиной д. 6/7 к. 896 243150,Мьянма к. Славянск-на-Кубани алл. Ключевая д. 8/2 к. 40 931352,отдых,82,Дорофеева Инк,1712
1713,Австрия г. Рубцовск алл. Индустриальная д. 8/5 стр. 3/3 410184,Австрия г. Кашира ул. Заовражная д. 89 848880,шопинг,95,НПО «Поляков-Зиновьев»,1713
1714,Ботсвана д. Туапсе пер. Народный д. 7/6 к. 144 528904,Ботсвана клх Вологда наб. Коллективная д. 7/4 679672,учеба,1,Бобылева Групп,1714
1715,Сан-Томе и Принсипи д. Горно-Алтайск бул. Кооперативный д. 770 стр. 2 245152,Сан-Томе и Принсипи г. Таганрог бул. Краснофлотский д. 4/6 к. 6 820235,отдых,98,Российские железные дороги,1715
1716,Туркмения ст. Раменское пер. Карбышева д. 38 887697,Туркмения д. Токма пер. Прибрежный д. 2 стр. 1 836340,шопинг,92,Адидас (Adidas),1716
1717,Гватемала п. Инта наб. Огородная д. 910 207980,Гватемала к. Волгоград ш. Воронежское д. 4/4 стр. 948 975071,отдых,13,РАО «Ковалев»,1717
1718,Словения клх Усть-Кут алл. Леваневского д. 6 стр. 575 496839,Словения д. Вуктыл ш. Щербакова д. 5/5 стр. 37 558385,учеба,12,Ямал СПГ,1718
1719,Буркина-Фасо д. Горячий Ключ бул. Приозерный д. 5 050834,Буркина-Фасо д. Ногинск (Моск.) ш. Стадионное д. 64 948863,посещение семьи/друзей,38,Бобылев Инк,1719
1720,ЮАР п. Калуга пер. 50 лет Октября д. 12 стр. 144 239446,ЮАР клх Елатьма наб. Тупиковая д. 2/1 632045,учеба,7,Сэтл групп,1720
1721,Кот-д’Ивуар г. Тихвин ул. К.Маркса д. 845 к. 87 753663,Кот-д’Ивуар с. Мичуринск наб. Щербакова д. 669 стр. 2 186759,лечение,58,ГК Агро-Белогорье,1721
1722,Чили г. Усолье Сибирское пр. Весенний д. 64 стр. 46 809328,Чили г. Дубна наб. Краснознаменная д. 365 091464,бизнес,98,АО «Федотов»,1722
1723,Бахрейн с. Тюмень ул. Тенистая д. 5/4 стр. 58 606937,Бахрейн с. Красноуфимск ул. Крылова д. 60 стр. 166 305170,учеба,71,ЗАО «Рожков»,1723
1724,Габон ст. Шаховская пер. Цветочный д. 1 к. 45 283167,Габон ст. Нягань ш. Курганное д. 86 059277,шопинг,21,Артемьев Инк,1724
1725,ЮАР клх Тихорецк ш. Комарова д. 181 к. 1/9 546493,ЮАР д. Туруханск ул. Логовая д. 2 391587,отдых,12,АО «Устинов Мельников»,1725
1726,Ирак ст. Белоярский наб. Авиационная д. 859 к. 605 203912,Ирак ст. Адлер пер. Осенний д. 200 933336,шопинг,81,ЗАО «Щукин»,1726
1727,Руанда ст. Лянтор ш. Подлесное д. 27 стр. 9/9 144445,Руанда п. Терскол наб. Щербакова д. 28 стр. 77 801003,учеба,7,Колобова Лимитед,1727
1728,Словения к. Калач-на-Дону наб. Л.Толстого д. 74 862107,Словения с. Мценск ш. Новосельское д. 396 842856,бизнес,62,Лаборатория Касперского,1728
1729,Сербия д. Оренбург ул. Специалистов д. 3/8 стр. 14 619282,Сербия с. Сунтар пр. Февральский д. 7/1 стр. 79 711270,бизнес,79,НПО «Евсеев-Беляев»,1729
